log_id,product_id,change_quantity,log_type,log_date
LOG000544,PROD0466,9,Stock Out,2025-02-02
LOG000545,PROD0007,10,Stock Out,2025-03-20
LOG000546,PROD0435,1,Stock In,2025-02-24
LOG000547,PROD0381,10,Stock Out,2026-01-01
LOG000548,PROD0058,31,Stock Out,2025-07-23
LOG000549,PROD0029,30,Stock In,2025-10-29
LOG000550,PROD0008,24,Stock In,2025-10-29
LOG000551,PROD0243,17,Stock In,2026-01-28
LOG000552,PROD0405,18,Stock Out,2025-01-31
LOG000553,PROD0059,47,Stock Out,2025-11-30
LOG000554,PROD0214,7,Return,2026-01-25
LOG000555,PROD0113,3,Stock In,2025-07-28
LOG000556,PROD0041,38,Stock Out,2025-08-26
LOG000557,PROD0496,37,Return,2025-05-04
LOG000558,PROD0117,16,Stock Out,2025-08-19
LOG000559,PROD0038,22,Stock In,2025-02-21
LOG000560,PROD0060,34,Stock Out,2025-11-08
LOG000561,PROD0101,24,Stock Out,2025-08-15
LOG000562,PROD0179,10,Stock In,2025-07-08
LOG000563,PROD0392,9,Return,2025-05-25
LOG000564,PROD0409,29,Stock Out,2025-07-10
LOG000565,PROD0214,18,Stock Out,2025-12-16
LOG000566,PROD0235,8,Stock Out,2025-07-21
LOG000567,PROD0235,26,Stock Out,2025-11-12
LOG000568,PROD0242,17,Stock In,2025-09-10
LOG000569,PROD0033,31,Stock Out,2025-08-15
LOG000570,PROD0038,5,Return,2025-12-05
LOG000571,PROD0368,37,Stock Out,2025-09-10
LOG000572,PROD0480,47,Stock Out,2025-01-15
LOG000573,PROD0118,39,Return,2025-11-03
LOG000574,PROD0116,12,Return,2025-05-04
LOG000575,PROD0339,6,Stock Out,2025-10-09
LOG000576,PROD0068,9,Stock In,2025-03-25
LOG000577,PROD0467,46,Stock In,2025-01-29
LOG000578,PROD0030,33,Stock Out,2026-01-04
LOG000579,PROD0133,5,Stock Out,2025-03-09
LOG000580,PROD0078,41,Return,2025-01-23
LOG000581,PROD0288,44,Stock Out,2026-01-14
LOG000582,PROD0227,34,Stock In,2025-08-22
LOG000583,PROD0005,44,Stock Out,2025-02-18
LOG000584,PROD0118,22,Stock Out,2025-10-11
LOG000585,PROD0293,32,Stock Out,2026-01-23
LOG000586,PROD0198,6,Stock In,2025-03-14
LOG000587,PROD0454,25,Stock In,2025-06-26
LOG000588,PROD0336,15,Stock Out,2025-05-02
LOG000589,PROD0426,5,Stock Out,2025-05-24
LOG000590,PROD0193,3,Stock Out,2025-06-27
LOG000591,PROD0497,15,Stock In,2025-10-13
LOG000592,PROD0127,2,Return,2025-11-01
LOG000593,PROD0120,7,Return,2025-10-19
LOG000594,PROD0078,3,Stock Out,2025-05-12
LOG000595,PROD0205,49,Stock In,2026-01-03
LOG000596,PROD0211,14,Stock Out,2025-09-06
LOG000597,PROD0073,13,Stock In,2025-12-09
LOG000598,PROD0010,42,Return,2025-11-13
LOG000599,PROD0190,37,Stock In,2025-09-03
LOG000600,PROD0075,42,Stock In,2025-10-03
LOG000601,PROD0188,50,Stock In,2025-12-26
LOG000602,PROD0195,38,Return,2025-04-13
LOG000603,PROD0079,32,Stock In,2025-08-07
LOG000604,PROD0066,1,Stock Out,2025-01-04
LOG000605,PROD0484,15,Stock Out,2025-09-19
LOG000606,PROD0377,22,Return,2025-04-03
LOG000607,PROD0296,49,Stock Out,2026-02-03
LOG000608,PROD0456,7,Return,2025-06-25
LOG000609,PROD0437,24,Stock In,2025-07-12
LOG000610,PROD0204,24,Return,2025-01-06
LOG000611,PROD0171,32,Stock In,2025-01-11
LOG000612,PROD0042,40,Stock Out,2025-11-25
LOG000613,PROD0174,22,Stock Out,2026-01-30
LOG000614,PROD0461,15,Stock In,2025-07-27
LOG000615,PROD0122,45,Return,2025-12-11
LOG000616,PROD0440,26,Stock Out,2025-03-23
LOG000617,PROD0334,17,Stock In,2025-01-01
LOG000618,PROD0316,48,Stock Out,2025-02-04
LOG000619,PROD0249,10,Stock In,2025-01-18
LOG000620,PROD0073,5,Stock Out,2025-05-17
LOG000621,PROD0263,47,Stock In,2026-01-31
LOG000622,PROD0031,14,Stock In,2025-07-21
LOG000623,PROD0216,44,Stock Out,2025-07-16
LOG000624,PROD0335,32,Stock Out,2025-04-18
LOG000625,PROD0047,40,Stock Out,2025-08-24
LOG000626,PROD0181,5,Stock Out,2025-11-01
LOG000627,PROD0293,8,Stock In,2025-10-25
LOG000628,PROD0384,47,Return,2025-02-20
LOG000629,PROD0396,21,Return,2026-01-20
LOG000630,PROD0055,25,Stock In,2025-12-11
LOG000631,PROD0198,38,Return,2025-07-12
LOG000632,PROD0287,39,Stock In,2025-12-24
LOG000633,PROD0217,29,Return,2025-07-11
LOG000634,PROD0213,6,Stock In,2025-01-08
LOG000635,PROD0059,24,Stock In,2025-06-22
LOG000636,PROD0352,3,Stock Out,2025-06-06
LOG000637,PROD0467,36,Stock In,2025-02-20
LOG000638,PROD0444,50,Stock Out,2025-07-27
LOG000639,PROD0066,17,Return,2025-03-04
LOG000640,PROD0274,3,Return,2025-07-23
LOG000641,PROD0180,29,Stock Out,2025-09-15
LOG000642,PROD0342,27,Stock Out,2025-06-02
LOG000643,PROD0191,27,Return,2025-02-14
LOG000644,PROD0403,40,Stock Out,2025-01-09
LOG000645,PROD0350,30,Stock In,2025-04-23
LOG000646,PROD0373,39,Stock Out,2025-04-10
LOG000647,PROD0030,46,Return,2025-09-01
LOG000648,PROD0083,7,Return,2025-10-15
LOG000649,PROD0290,31,Return,2025-10-02
LOG000650,PROD0149,34,Stock Out,2025-01-19
LOG000651,PROD0020,15,Stock In,2025-02-15
LOG000652,PROD0212,29,Stock In,2025-05-19
LOG000653,PROD0078,20,Stock Out,2025-02-01
LOG000654,PROD0385,26,Stock Out,2025-02-01
LOG000655,PROD0323,43,Stock In,2025-05-26
LOG000656,PROD0258,20,Stock Out,2025-09-13
LOG000657,PROD0312,16,Return,2025-07-27
LOG000658,PROD0352,33,Stock In,2025-12-04
LOG000659,PROD0428,47,Return,2025-05-17
LOG000660,PROD0484,48,Return,2025-10-15
LOG000661,PROD0436,43,Stock Out,2025-04-01
LOG000662,PROD0270,1,Stock In,2025-03-28
LOG000663,PROD0072,14,Return,2025-01-16
LOG000664,PROD0398,27,Stock Out,2025-03-24
LOG000665,PROD0136,41,Stock In,2025-08-18
LOG000666,PROD0466,30,Return,2025-06-24
LOG000667,PROD0391,42,Stock In,2025-03-16
LOG000668,PROD0018,10,Stock In,2025-04-16
LOG000669,PROD0406,13,Return,2025-08-20
LOG000670,PROD0138,4,Stock Out,2025-09-10
LOG000671,PROD0078,3,Stock Out,2025-09-27
LOG000672,PROD0191,30,Stock In,2025-01-20
LOG000673,PROD0365,40,Return,2025-03-03
LOG000674,PROD0456,7,Return,2025-03-02
LOG000675,PROD0496,22,Return,2025-10-18
LOG000676,PROD0055,17,Stock In,2025-08-26
LOG000677,PROD0157,25,Stock In,2025-09-14
LOG000678,PROD0311,43,Return,2025-10-27
LOG000679,PROD0250,1,Stock Out,2025-07-22
LOG000680,PROD0136,27,Stock In,2025-06-15
LOG000681,PROD0210,42,Stock In,2025-09-15
LOG000682,PROD0107,1,Return,2025-12-27
LOG000683,PROD0389,7,Return,2025-09-24
LOG000684,PROD0137,22,Stock In,2025-09-01
LOG000685,PROD0294,19,Stock In,2026-01-08
LOG000686,PROD0233,44,Return,2025-03-19
LOG000687,PROD0161,33,Stock In,2025-02-08
LOG000688,PROD0118,11,Stock Out,2025-03-07
LOG000689,PROD0169,29,Return,2025-01-16
LOG000690,PROD0125,11,Stock Out,2025-07-09
LOG000691,PROD0235,12,Stock In,2025-11-23
LOG000692,PROD0145,1,Return,2025-11-29
LOG000693,PROD0291,2,Stock Out,2025-09-05
LOG000694,PROD0170,28,Stock Out,2025-04-10
LOG000695,PROD0451,44,Return,2025-08-15
LOG000696,PROD0065,40,Stock In,2025-10-26
LOG000697,PROD0191,30,Return,2025-12-24
LOG000698,PROD0096,45,Stock Out,2026-02-05
LOG000699,PROD0433,33,Stock In,2025-01-21
LOG000700,PROD0451,50,Return,2025-11-06
LOG000701,PROD0334,32,Return,2025-01-20
LOG000702,PROD0480,33,Stock Out,2025-06-12
LOG000703,PROD0175,19,Stock Out,2025-10-24
LOG000704,PROD0221,35,Return,2025-08-04
LOG000705,PROD0007,37,Return,2025-03-05
LOG000706,PROD0262,41,Stock In,2025-10-02
LOG000707,PROD0263,45,Stock Out,2025-01-20
LOG000708,PROD0151,39,Return,2025-09-24
LOG000709,PROD0251,4,Stock In,2025-11-24
LOG000710,PROD0351,49,Stock In,2026-02-05
LOG000711,PROD0338,4,Stock Out,2025-10-27
LOG000712,PROD0002,43,Stock In,2025-04-24
LOG000713,PROD0249,43,Stock In,2025-08-16
LOG000714,PROD0333,35,Stock In,2025-01-07
LOG000715,PROD0045,47,Stock Out,2025-12-26
LOG000716,PROD0057,26,Stock In,2025-05-10
LOG000717,PROD0238,17,Stock In,2025-08-04
LOG000718,PROD0474,28,Return,2025-06-22
LOG000719,PROD0202,31,Return,2025-12-02
LOG000720,PROD0107,23,Stock Out,2025-04-25
LOG000721,PROD0406,12,Stock Out,2025-09-21
LOG000722,PROD0105,36,Return,2025-08-26
LOG000723,PROD0222,3,Stock Out,2025-04-29
LOG000724,PROD0470,30,Return,2025-07-31
LOG000725,PROD0383,21,Stock In,2025-05-14
LOG000726,PROD0194,19,Stock Out,2025-08-31
LOG000727,PROD0052,12,Stock Out,2025-06-03
LOG000728,PROD0284,2,Stock In,2025-10-04
LOG000729,PROD0337,7,Stock Out,2025-11-13
LOG000730,PROD0334,46,Stock Out,2025-02-10
LOG000731,PROD0034,20,Stock Out,2025-08-18
LOG000732,PROD0189,12,Return,2025-01-29
LOG000733,PROD0034,38,Stock Out,2025-07-28
LOG000734,PROD0173,50,Stock Out,2025-09-08
LOG000735,PROD0301,27,Stock In,2025-06-16
LOG000736,PROD0469,37,Stock In,2025-06-20
LOG000737,PROD0151,38,Return,2025-04-21
LOG000738,PROD0245,34,Stock Out,2025-09-27
LOG000739,PROD0075,35,Stock In,2025-04-21
LOG000740,PROD0281,22,Return,2025-06-05
LOG000741,PROD0136,30,Stock Out,2025-12-19
LOG000742,PROD0455,41,Stock Out,2025-08-24
LOG000743,PROD0046,38,Return,2025-11-13
LOG000744,PROD0093,45,Stock Out,2025-10-08
LOG000745,PROD0292,14,Stock In,2025-04-22
LOG000746,PROD0468,35,Stock In,2025-10-12
LOG000747,PROD0164,44,Stock In,2025-02-01
LOG000748,PROD0461,15,Stock Out,2025-11-20
LOG000749,PROD0265,18,Stock In,2025-01-16
LOG000750,PROD0186,8,Stock Out,2025-06-11
LOG000751,PROD0171,15,Stock Out,2025-12-11
LOG000752,PROD0409,36,Return,2025-07-30
LOG000753,PROD0391,8,Stock In,2025-06-02
LOG000754,PROD0347,15,Return,2025-01-01
LOG000755,PROD0108,40,Stock In,2025-01-30
LOG000756,PROD0011,8,Return,2025-04-05
LOG000757,PROD0012,19,Stock Out,2025-11-08
LOG000758,PROD0037,2,Stock In,2025-09-09
LOG000759,PROD0292,24,Stock Out,2026-01-18
LOG000760,PROD0282,18,Stock In,2025-03-06
LOG000761,PROD0108,23,Stock In,2025-08-16
LOG000762,PROD0206,28,Stock In,2025-08-22
LOG000763,PROD0097,35,Return,2026-01-01
LOG000764,PROD0450,7,Return,2025-12-27
LOG000765,PROD0496,11,Stock Out,2025-10-24
LOG000766,PROD0225,47,Stock Out,2026-01-25
LOG000767,PROD0460,21,Stock In,2025-11-16
LOG000768,PROD0202,40,Stock In,2025-01-26
LOG000769,PROD0418,41,Stock Out,2025-02-15
LOG000770,PROD0015,17,Stock In,2026-01-08
LOG000771,PROD0449,4,Stock In,2025-11-15
LOG000772,PROD0017,8,Stock Out,2025-03-27
LOG000773,PROD0174,49,Stock Out,2025-10-25
LOG000774,PROD0263,35,Return,2026-01-02
LOG000775,PROD0306,39,Stock In,2025-08-28
LOG000776,PROD0153,43,Stock Out,2026-01-25
LOG000777,PROD0189,44,Return,2025-07-14
LOG000778,PROD0481,46,Stock In,2025-02-15
LOG000779,PROD0180,33,Return,2025-07-19
LOG000780,PROD0391,2,Stock In,2026-01-16
LOG000781,PROD0040,24,Return,2025-06-13
LOG000782,PROD0210,14,Return,2025-06-04
LOG000783,PROD0016,33,Stock Out,2025-08-08
LOG000784,PROD0294,44,Stock In,2025-05-02
LOG000785,PROD0036,47,Stock Out,2025-05-24
LOG000786,PROD0043,33,Return,2025-07-03
LOG000787,PROD0238,10,Return,2025-01-29
LOG000788,PROD0362,38,Return,2025-04-14
LOG000789,PROD0414,32,Stock Out,2025-09-25
LOG000790,PROD0316,9,Stock Out,2025-05-11
LOG000791,PROD0391,14,Stock Out,2025-04-06
LOG000792,PROD0143,27,Stock In,2026-01-09
LOG000793,PROD0313,6,Stock In,2025-06-24
LOG000794,PROD0381,8,Stock Out,2025-08-28
LOG000795,PROD0108,36,Return,2025-12-25
LOG000796,PROD0497,22,Return,2025-10-28
LOG000797,PROD0269,30,Stock In,2025-08-05
LOG000798,PROD0090,44,Return,2025-07-02
LOG000799,PROD0099,32,Stock In,2025-03-24
LOG000800,PROD0082,32,Stock In,2026-01-12
LOG000801,PROD0361,38,Stock In,2025-07-18
LOG000802,PROD0284,21,Stock Out,2025-01-09
LOG000803,PROD0232,7,Stock Out,2025-08-27
LOG000804,PROD0490,11,Stock In,2025-09-30
LOG000805,PROD0457,43,Stock Out,2026-01-05
LOG000806,PROD0049,19,Stock Out,2025-02-27
LOG000807,PROD0180,6,Stock In,2025-04-27
LOG000808,PROD0311,31,Stock In,2025-03-27
LOG000809,PROD0377,44,Stock Out,2025-10-06
LOG000810,PROD0379,40,Stock Out,2025-09-02
LOG000811,PROD0178,44,Stock Out,2025-09-12
LOG000812,PROD0182,36,Stock Out,2025-12-29
LOG000813,PROD0132,17,Stock Out,2025-07-07
LOG000814,PROD0248,14,Stock In,2025-08-19
LOG000815,PROD0058,14,Stock In,2025-08-01
LOG000816,PROD0249,43,Stock Out,2025-11-02
LOG000817,PROD0176,38,Stock Out,2025-04-06
LOG000818,PROD0275,36,Return,2025-02-25
LOG000819,PROD0155,12,Return,2025-05-12
LOG000820,PROD0337,7,Stock In,2025-08-07
LOG000821,PROD0226,42,Return,2025-08-11
LOG000822,PROD0026,50,Stock Out,2025-01-21
LOG000823,PROD0039,3,Stock Out,2025-05-23
LOG000824,PROD0297,20,Stock In,2025-06-21
LOG000825,PROD0391,46,Stock In,2025-01-21
LOG000826,PROD0251,8,Stock In,2025-11-12
LOG000827,PROD0270,37,Return,2026-01-17
LOG000828,PROD0413,11,Return,2025-08-03
LOG000829,PROD0282,11,Stock Out,2025-12-10
LOG000830,PROD0054,18,Stock Out,2025-05-18
LOG000831,PROD0048,47,Return,2026-01-07
LOG000832,PROD0017,24,Return,2025-07-20
LOG000833,PROD0297,1,Stock In,2025-08-05
LOG000834,PROD0014,46,Return,2025-04-20
LOG000835,PROD0364,44,Return,2026-01-12
LOG000836,PROD0308,49,Return,2026-01-13
LOG000837,PROD0007,47,Return,2025-12-18
LOG000838,PROD0392,26,Return,2025-08-05
LOG000839,PROD0341,17,Stock In,2025-12-31
LOG000840,PROD0157,18,Stock Out,2025-11-21
LOG000841,PROD0103,12,Stock Out,2025-09-24
LOG000842,PROD0128,16,Stock Out,2025-07-21
LOG000843,PROD0256,41,Return,2025-06-26
LOG000844,PROD0031,20,Stock In,2025-02-20
LOG000845,PROD0463,8,Stock In,2025-10-12
LOG000846,PROD0196,27,Stock In,2025-08-12
LOG000847,PROD0471,36,Stock In,2025-12-23
LOG000848,PROD0038,29,Stock Out,2025-04-21
LOG000849,PROD0424,3,Stock In,2025-09-16
LOG000850,PROD0314,11,Return,2025-02-26
LOG000851,PROD0448,33,Stock In,2025-09-14
LOG000852,PROD0466,7,Stock Out,2025-09-02
LOG000853,PROD0475,5,Stock Out,2025-04-27
LOG000854,PROD0230,26,Stock Out,2025-11-27
LOG000855,PROD0278,32,Return,2025-01-08
LOG000856,PROD0229,22,Return,2025-03-04
LOG000857,PROD0095,41,Stock Out,2025-04-19
LOG000858,PROD0285,44,Stock Out,2025-09-21
LOG000859,PROD0355,48,Return,2025-07-24
LOG000860,PROD0089,3,Stock In,2025-01-19
LOG000861,PROD0330,9,Return,2025-05-02
LOG000862,PROD0050,10,Stock Out,2025-09-07
LOG000863,PROD0234,1,Stock In,2025-11-08
LOG000864,PROD0148,49,Stock Out,2025-11-28
LOG000865,PROD0249,39,Stock In,2026-01-25
LOG000866,PROD0247,45,Stock In,2025-05-16
LOG000867,PROD0318,47,Return,2025-05-18
LOG000868,PROD0434,40,Stock In,2025-04-15
LOG000869,PROD0420,12,Stock Out,2025-09-01
LOG000870,PROD0122,17,Stock Out,2025-08-03
LOG000871,PROD0500,26,Return,2025-08-09
LOG000872,PROD0362,4,Stock In,2025-03-20
LOG000873,PROD0114,30,Return,2025-07-18
LOG000874,PROD0202,27,Return,2025-11-07
LOG000875,PROD0227,12,Stock Out,2025-09-24
LOG000876,PROD0415,28,Return,2025-11-03
LOG000877,PROD0221,14,Stock In,2025-08-09
LOG000878,PROD0046,10,Stock Out,2025-08-19
LOG000879,PROD0057,29,Stock In,2025-12-31
LOG000880,PROD0348,17,Stock Out,2025-03-30
LOG000881,PROD0256,37,Stock Out,2025-03-27
LOG000882,PROD0301,9,Stock Out,2025-11-15
LOG000883,PROD0357,48,Stock In,2025-07-27
LOG000884,PROD0215,23,Stock Out,2025-06-11
LOG000885,PROD0060,25,Return,2025-01-11
LOG000886,PROD0209,8,Return,2025-12-14
LOG000887,PROD0362,11,Return,2025-05-21
LOG000888,PROD0372,35,Stock In,2025-09-24
LOG000889,PROD0227,21,Return,2025-10-01
LOG000890,PROD0221,16,Return,2025-06-12
LOG000891,PROD0193,38,Stock Out,2025-10-13
LOG000892,PROD0244,16,Stock In,2025-07-30
LOG000893,PROD0354,14,Stock In,2025-10-10
LOG000894,PROD0054,8,Stock In,2026-01-03
LOG000895,PROD0183,7,Stock Out,2025-07-15
LOG000896,PROD0454,16,Stock Out,2025-07-16
LOG000897,PROD0406,12,Stock In,2025-03-16
LOG000898,PROD0242,4,Return,2025-06-02
LOG000899,PROD0055,3,Stock Out,2026-01-13
LOG000900,PROD0497,36,Stock In,2025-02-15
LOG000901,PROD0413,9,Stock In,2025-04-02
LOG000902,PROD0495,3,Stock In,2025-02-02
LOG000903,PROD0266,47,Return,2025-04-10
LOG000904,PROD0236,46,Return,2025-06-06
LOG000905,PROD0062,49,Return,2025-01-26
LOG000906,PROD0288,24,Stock Out,2025-05-13
LOG000907,PROD0405,36,Stock In,2025-07-02
LOG000908,PROD0073,7,Return,2025-05-16
LOG000909,PROD0024,2,Stock In,2025-06-02
LOG000910,PROD0063,44,Stock Out,2025-06-28
LOG000911,PROD0227,43,Stock In,2025-05-14
LOG000912,PROD0274,29,Return,2025-06-30
LOG000913,PROD0432,25,Stock Out,2025-09-10
LOG000914,PROD0410,39,Return,2025-02-13
LOG000915,PROD0263,15,Return,2025-06-09
LOG000916,PROD0490,35,Stock In,2025-12-31
LOG000917,PROD0120,6,Stock Out,2026-01-08
LOG000918,PROD0249,44,Stock In,2025-01-16
LOG000919,PROD0173,16,Return,2026-01-21
LOG000920,PROD0281,25,Stock Out,2025-09-26
LOG000921,PROD0251,4,Stock In,2025-12-05
LOG000922,PROD0168,42,Stock Out,2025-05-03
LOG000923,PROD0155,9,Stock Out,2025-08-12
LOG000924,PROD0161,39,Stock Out,2025-10-03
LOG000925,PROD0303,7,Stock Out,2025-05-25
LOG000926,PROD0193,40,Stock In,2025-11-30
LOG000927,PROD0044,28,Stock Out,2025-04-09
LOG000928,PROD0455,8,Return,2025-08-19
LOG000929,PROD0347,28,Stock In,2025-03-06
LOG000930,PROD0289,7,Return,2025-03-24
LOG000931,PROD0025,34,Stock In,2025-10-12
LOG000932,PROD0081,21,Return,2025-10-13
LOG000933,PROD0087,30,Return,2025-03-05
LOG000934,PROD0254,25,Return,2025-02-09
LOG000935,PROD0477,10,Stock In,2025-07-26
LOG000936,PROD0307,20,Return,2025-05-10
LOG000937,PROD0126,32,Stock Out,2025-10-26
LOG000938,PROD0153,10,Stock Out,2025-05-08
LOG000939,PROD0362,46,Stock In,2025-06-15
LOG000940,PROD0218,45,Stock Out,2025-01-15
LOG000941,PROD0242,31,Stock In,2025-03-30
LOG000942,PROD0492,45,Stock In,2025-05-13
LOG000943,PROD0466,22,Stock In,2026-01-27
LOG000944,PROD0155,43,Stock Out,2025-02-15
LOG000945,PROD0267,36,Stock Out,2025-05-13
LOG000946,PROD0355,45,Stock In,2025-08-26
LOG000947,PROD0272,6,Return,2025-08-08
LOG000948,PROD0168,39,Return,2025-04-22
LOG000949,PROD0059,3,Return,2026-01-02
LOG000950,PROD0279,34,Stock In,2025-06-03
LOG000951,PROD0262,45,Stock In,2025-02-11
LOG000952,PROD0180,6,Return,2025-10-24
LOG000953,PROD0045,22,Stock In,2025-01-21
LOG000954,PROD0097,50,Return,2025-12-03
LOG000955,PROD0486,19,Stock Out,2025-10-04
LOG000956,PROD0197,34,Stock In,2025-03-15
LOG000957,PROD0114,22,Stock Out,2025-08-03
LOG000958,PROD0216,4,Stock In,2025-12-09
LOG000959,PROD0456,42,Return,2025-09-28
LOG000960,PROD0481,2,Stock Out,2025-03-22
LOG000961,PROD0083,14,Stock In,2026-02-01
LOG000962,PROD0040,5,Stock In,2026-01-31
LOG000963,PROD0110,4,Stock In,2025-10-02
LOG000964,PROD0252,36,Stock In,2025-01-19
LOG000965,PROD0317,11,Stock In,2025-06-29
LOG000966,PROD0202,29,Stock Out,2025-05-15
LOG000967,PROD0313,48,Return,2025-11-06
LOG000968,PROD0104,29,Return,2026-01-11
LOG000969,PROD0455,16,Stock Out,2025-03-06
LOG000970,PROD0052,8,Stock In,2025-01-04
LOG000971,PROD0050,25,Stock Out,2025-12-17
LOG000972,PROD0252,19,Stock Out,2025-08-09
LOG000973,PROD0246,2,Return,2025-03-19
LOG000974,PROD0403,38,Stock In,2025-06-15
LOG000975,PROD0102,32,Stock In,2025-12-15
LOG000976,PROD0418,21,Stock In,2025-11-08
LOG000977,PROD0162,24,Stock In,2025-03-06
LOG000978,PROD0176,25,Stock In,2025-02-27
LOG000979,PROD0178,14,Return,2025-05-18
LOG000980,PROD0408,20,Stock In,2025-10-02
LOG000981,PROD0216,2,Stock In,2025-12-07
LOG000982,PROD0119,2,Stock Out,2025-12-04
LOG000983,PROD0195,2,Return,2025-12-25
LOG000984,PROD0292,13,Return,2025-03-01
LOG000985,PROD0107,19,Stock In,2025-01-25
LOG000986,PROD0132,2,Stock Out,2025-01-27
LOG000987,PROD0247,39,Stock In,2025-11-18
LOG000988,PROD0362,18,Stock In,2025-05-13
LOG000989,PROD0293,33,Stock In,2025-05-02
LOG000990,PROD0346,33,Return,2025-12-07
LOG000991,PROD0475,20,Return,2025-04-20
LOG000992,PROD0137,20,Stock Out,2025-03-24
LOG000993,PROD0129,47,Stock Out,2025-10-08
LOG000994,PROD0026,35,Stock In,2025-12-18
LOG000995,PROD0360,38,Stock In,2025-09-10
LOG000996,PROD0100,42,Stock In,2025-06-25
LOG000997,PROD0106,49,Return,2025-04-20
LOG000998,PROD0125,17,Stock In,2025-02-23
LOG000999,PROD0214,41,Return,2025-09-15
LOG001000,PROD0454,29,Stock Out,2026-01-02
LOG001001,PROD0233,15,Stock In,2026-01-06
LOG001002,PROD0021,6,Return,2025-11-16
LOG001003,PROD0087,37,Return,2025-07-12
LOG001004,PROD0198,31,Return,2025-09-26
LOG001005,PROD0053,34,Return,2025-10-26
LOG001006,PROD0359,33,Stock Out,2025-06-20
LOG001007,PROD0104,30,Stock Out,2025-08-25
LOG001008,PROD0481,36,Stock In,2025-02-09
LOG001009,PROD0439,21,Stock In,2025-11-24
LOG001010,PROD0256,14,Stock In,2025-12-20
LOG001011,PROD0203,13,Return,2025-07-01
LOG001012,PROD0035,37,Stock Out,2025-06-02
LOG001013,PROD0032,23,Stock In,2025-10-12
LOG001014,PROD0448,28,Return,2025-02-08
LOG001015,PROD0115,34,Stock Out,2025-10-17
LOG001016,PROD0165,12,Return,2026-01-02
LOG001017,PROD0094,15,Stock In,2026-01-02
LOG001018,PROD0097,29,Stock In,2025-04-20
LOG001019,PROD0321,5,Stock Out,2025-06-11
LOG001020,PROD0461,5,Return,2025-07-31
LOG001021,PROD0110,43,Stock In,2025-03-23
LOG001022,PROD0042,46,Stock Out,2025-10-10
LOG001023,PROD0308,31,Stock Out,2025-01-01
LOG001024,PROD0006,24,Stock In,2025-12-22
LOG001025,PROD0253,45,Stock Out,2025-12-14
LOG001026,PROD0359,31,Return,2025-09-20
LOG001027,PROD0089,26,Stock In,2025-02-09
LOG001028,PROD0439,15,Stock In,2025-12-07
LOG001029,PROD0303,42,Return,2025-02-04
LOG001030,PROD0240,38,Stock Out,2026-01-25
LOG001031,PROD0001,24,Return,2025-05-14
LOG001032,PROD0060,14,Stock In,2025-03-19
LOG001033,PROD0477,43,Stock Out,2025-06-20
LOG001034,PROD0017,10,Return,2025-03-01
LOG001035,PROD0128,47,Stock Out,2025-07-07
LOG001036,PROD0393,6,Stock Out,2025-04-16
LOG001037,PROD0341,7,Return,2026-01-23
LOG001038,PROD0121,21,Stock Out,2025-03-21
LOG001039,PROD0489,47,Stock Out,2025-05-18
LOG001040,PROD0441,41,Return,2025-05-23
LOG001041,PROD0456,47,Stock In,2025-03-26
LOG001042,PROD0264,6,Return,2026-02-04
LOG001043,PROD0291,14,Stock In,2025-11-19
LOG001044,PROD0156,3,Stock Out,2025-05-29
LOG001045,PROD0281,49,Return,2025-08-13
LOG001046,PROD0012,10,Return,2026-01-20
LOG001047,PROD0122,31,Stock Out,2025-12-06
LOG001048,PROD0244,20,Stock In,2026-01-14
LOG001049,PROD0101,47,Stock Out,2025-12-15
LOG001050,PROD0206,28,Return,2025-03-09
LOG001051,PROD0034,26,Stock Out,2025-07-07
LOG001052,PROD0003,20,Return,2025-07-25
LOG001053,PROD0041,39,Return,2025-11-03
LOG001054,PROD0280,37,Stock In,2026-02-04
LOG001055,PROD0026,36,Stock In,2026-01-23
LOG001056,PROD0060,37,Stock Out,2025-03-10
LOG001057,PROD0311,21,Stock Out,2025-08-05
