shipment_id,order_id,tracking_number,carrier,shipment_date
SHP000519,ORD000519,TRK813196739,Delhivery,2025-07-08
SHP000520,ORD000520,TRK943610771,Delhivery,2025-07-26
SHP000521,ORD000521,,,
SHP000522,ORD000522,TRK235346114,Delhivery,2025-04-18
SHP000523,ORD000523,,,
SHP000524,ORD000524,,,
SHP000525,ORD000525,,,
SHP000526,ORD000526,TRK262538736,Delhivery,2025-01-08
SHP000527,ORD000527,TRK478762902,BlueDart,2025-11-02
SHP000528,ORD000528,,,
SHP000529,ORD000529,,,
SHP000530,ORD000530,,,
SHP000531,ORD000531,TRK535397806,BlueDart,2026-01-31
SHP000532,ORD000532,,,
SHP000533,ORD000533,TRK264904194,Delhivery,2025-02-26
SHP000534,ORD000534,TRK371039604,ExpressBees,2025-01-25
SHP000535,ORD000535,TRK411845408,BlueDart,2025-09-11
SHP000536,ORD000536,TRK335039379,ExpressBees,2025-11-22
SHP000537,ORD000537,,,
SHP000538,ORD000538,,,
SHP000539,ORD000539,TRK595113407,ExpressBees,2026-01-11
SHP000540,ORD000540,,,
SHP000541,ORD000541,TRK545436565,BlueDart,2025-12-11
SHP000542,ORD000542,TRK958984851,ExpressBees,2025-11-05
SHP000543,ORD000543,,,
SHP000544,ORD000544,TRK264604428,BlueDart,2025-05-03
SHP000545,ORD000545,TRK754502250,FedEx,2025-02-24
SHP000546,ORD000546,,,
SHP000547,ORD000547,TRK267762986,BlueDart,2025-02-22
SHP000548,ORD000548,TRK876493327,FedEx,2025-08-28
SHP000549,ORD000549,TRK140862629,ExpressBees,2026-02-04
SHP000550,ORD000550,,,
SHP000551,ORD000551,,,
SHP000552,ORD000552,TRK555097178,Delhivery,2025-02-21
SHP000553,ORD000553,TRK549527428,FedEx,2025-11-05
SHP000554,ORD000554,TRK476160456,BlueDart,2025-12-20
SHP000555,ORD000555,TRK379597900,ExpressBees,2025-01-12
SHP000556,ORD000556,TRK494152576,FedEx,2025-03-17
SHP000557,ORD000557,,,
SHP000558,ORD000558,TRK545125683,FedEx,2025-06-04
SHP000559,ORD000559,TRK790162096,FedEx,2025-12-28
SHP000560,ORD000560,,,
SHP000561,ORD000561,TRK784354011,Delhivery,2025-12-18
SHP000562,ORD000562,TRK551556813,ExpressBees,2025-07-22
SHP000563,ORD000563,TRK940261541,BlueDart,2025-01-30
SHP000564,ORD000564,,,
SHP000565,ORD000565,TRK631914419,BlueDart,2025-12-27
SHP000566,ORD000566,TRK157847650,FedEx,2025-04-04
SHP000567,ORD000567,TRK303628080,Delhivery,2025-03-29
SHP000568,ORD000568,TRK572857062,FedEx,2025-11-24
SHP000569,ORD000569,TRK151521744,BlueDart,2025-01-14
SHP000570,ORD000570,TRK572281120,FedEx,2025-07-28
SHP000571,ORD000571,TRK150466044,Delhivery,2026-01-05
SHP000572,ORD000572,TRK172060891,FedEx,2025-11-15
SHP000573,ORD000573,TRK986020212,ExpressBees,2025-07-10
SHP000574,ORD000574,,,
SHP000575,ORD000575,,,
SHP000576,ORD000576,,,
SHP000577,ORD000577,,,
SHP000578,ORD000578,,,
SHP000579,ORD000579,TRK154844020,FedEx,2025-12-17
SHP000580,ORD000580,,,
SHP000581,ORD000581,TRK707711296,Delhivery,2025-01-04
SHP000582,ORD000582,TRK502349192,Delhivery,2025-02-14
SHP000583,ORD000583,,,
SHP000584,ORD000584,,,
SHP000585,ORD000585,,,
SHP000586,ORD000586,,,
SHP000587,ORD000587,,,
SHP000588,ORD000588,,,
SHP000589,ORD000589,,,
SHP000590,ORD000590,TRK868646071,BlueDart,2025-02-03
SHP000591,ORD000591,TRK491988362,BlueDart,2025-01-07
SHP000592,ORD000592,TRK619239383,BlueDart,2025-03-24
SHP000593,ORD000593,,,
SHP000594,ORD000594,TRK934192830,ExpressBees,2026-01-25
SHP000595,ORD000595,TRK479349146,Delhivery,2025-12-27
SHP000596,ORD000596,TRK350870864,FedEx,2025-01-27
SHP000597,ORD000597,TRK645072865,FedEx,2025-02-11
SHP000598,ORD000598,TRK667473610,ExpressBees,2025-06-14
SHP000599,ORD000599,TRK880023069,FedEx,2025-03-01
SHP000600,ORD000600,TRK238659923,BlueDart,2025-06-24
SHP000601,ORD000601,TRK467937129,Delhivery,2025-04-22
SHP000602,ORD000602,TRK932393389,BlueDart,2026-01-06
SHP000603,ORD000603,TRK852327885,ExpressBees,2025-04-06
SHP000604,ORD000604,,,
SHP000605,ORD000605,TRK586522214,Delhivery,2025-12-04
SHP000606,ORD000606,TRK696605014,ExpressBees,2025-12-19
SHP000607,ORD000607,,,
SHP000608,ORD000608,TRK373703825,ExpressBees,2025-10-30
SHP000609,ORD000609,TRK838495842,FedEx,2025-05-15
SHP000610,ORD000610,TRK321050395,FedEx,2025-08-15
SHP000611,ORD000611,,,
SHP000612,ORD000612,,,
SHP000613,ORD000613,,,
SHP000614,ORD000614,TRK592775240,Delhivery,2025-01-18
SHP000615,ORD000615,TRK199867767,Delhivery,2025-08-16
SHP000616,ORD000616,,,
SHP000617,ORD000617,,,
SHP000618,ORD000618,TRK210407001,ExpressBees,2025-09-12
SHP000619,ORD000619,TRK610642979,Delhivery,2025-02-23
SHP000620,ORD000620,TRK794746145,FedEx,2026-01-30
SHP000621,ORD000621,TRK927273997,BlueDart,2025-08-16
SHP000622,ORD000622,TRK177043425,ExpressBees,2025-12-30
SHP000623,ORD000623,TRK826149865,BlueDart,2025-04-09
SHP000624,ORD000624,,,
SHP000625,ORD000625,TRK839440458,Delhivery,2025-08-29
SHP000626,ORD000626,TRK697339944,ExpressBees,2025-11-03
SHP000627,ORD000627,TRK476289263,BlueDart,2025-10-10
SHP000628,ORD000628,,,
SHP000629,ORD000629,,,
SHP000630,ORD000630,TRK847902013,FedEx,2025-12-30
SHP000631,ORD000631,TRK789863056,Delhivery,2026-01-17
SHP000632,ORD000632,TRK533225629,Delhivery,2025-11-02
SHP000633,ORD000633,,,
SHP000634,ORD000634,TRK763310299,ExpressBees,2025-07-10
SHP000635,ORD000635,TRK214781809,Delhivery,2025-11-28
SHP000636,ORD000636,TRK838866057,ExpressBees,2025-01-18
SHP000637,ORD000637,TRK167198838,Delhivery,2025-05-02
SHP000638,ORD000638,TRK870773699,Delhivery,2025-12-11
SHP000639,ORD000639,TRK872458048,ExpressBees,2026-01-23
SHP000640,ORD000640,TRK607272587,Delhivery,2025-02-04
SHP000641,ORD000641,,,
SHP000642,ORD000642,TRK981063980,ExpressBees,2025-01-06
SHP000643,ORD000643,TRK686785214,BlueDart,2025-07-22
SHP000644,ORD000644,TRK186843625,ExpressBees,2025-05-30
SHP000645,ORD000645,,,
SHP000646,ORD000646,TRK638193091,BlueDart,2025-11-18
SHP000647,ORD000647,TRK701555891,ExpressBees,2025-04-22
SHP000648,ORD000648,TRK623662368,BlueDart,2025-06-08
SHP000649,ORD000649,,,
SHP000650,ORD000650,TRK960840693,Delhivery,2026-01-07
SHP000651,ORD000651,TRK453285652,Delhivery,2025-01-09
SHP000652,ORD000652,,,
SHP000653,ORD000653,,,
SHP000654,ORD000654,,,
SHP000655,ORD000655,,,
SHP000656,ORD000656,,,
SHP000657,ORD000657,,,
SHP000658,ORD000658,TRK955572845,FedEx,2025-06-30
SHP000659,ORD000659,TRK642119682,BlueDart,2025-03-07
SHP000660,ORD000660,,,
SHP000661,ORD000661,TRK917443198,ExpressBees,2025-04-23
SHP000662,ORD000662,TRK194937941,BlueDart,2025-08-11
SHP000663,ORD000663,TRK485926785,BlueDart,2025-01-26
SHP000664,ORD000664,TRK690403148,FedEx,2025-09-19
SHP000665,ORD000665,TRK733063771,Delhivery,2025-11-11
SHP000666,ORD000666,,,
SHP000667,ORD000667,TRK946553353,FedEx,2026-01-27
SHP000668,ORD000668,TRK228389769,FedEx,2025-05-29
SHP000669,ORD000669,,,
SHP000670,ORD000670,TRK667454449,BlueDart,2025-02-09
SHP000671,ORD000671,TRK777064058,Delhivery,2025-10-06
SHP000672,ORD000672,TRK560996762,FedEx,2025-06-06
SHP000673,ORD000673,,,
SHP000674,ORD000674,,,
SHP000675,ORD000675,TRK249256484,ExpressBees,2025-02-19
SHP000676,ORD000676,TRK353241141,Delhivery,2025-04-25
SHP000677,ORD000677,TRK746417870,FedEx,2025-12-02
SHP000678,ORD000678,TRK320530622,FedEx,2025-06-25
SHP000679,ORD000679,,,
SHP000680,ORD000680,,,
SHP000681,ORD000681,,,
SHP000682,ORD000682,,,
SHP000683,ORD000683,TRK600898163,Delhivery,2025-07-05
SHP000684,ORD000684,,,
SHP000685,ORD000685,TRK656571224,BlueDart,2026-01-27
SHP000686,ORD000686,TRK387035516,BlueDart,2026-01-23
SHP000687,ORD000687,TRK161235995,Delhivery,2025-05-08
SHP000688,ORD000688,TRK640582478,FedEx,2025-07-13
SHP000689,ORD000689,TRK795646407,ExpressBees,2025-12-21
SHP000690,ORD000690,TRK597062014,ExpressBees,2025-10-20
SHP000691,ORD000691,,,
SHP000692,ORD000692,TRK172658069,BlueDart,2025-03-18
SHP000693,ORD000693,TRK717475583,FedEx,2025-01-27
SHP000694,ORD000694,TRK490897852,FedEx,2025-07-06
SHP000695,ORD000695,,,
SHP000696,ORD000696,TRK611982397,FedEx,2025-02-09
SHP000697,ORD000697,TRK184863091,BlueDart,2025-01-21
SHP000698,ORD000698,TRK470107541,BlueDart,2025-02-01
SHP000699,ORD000699,TRK531958309,FedEx,2025-07-30
SHP000700,ORD000700,TRK990151183,ExpressBees,2025-09-09
SHP000701,ORD000701,,,
SHP000702,ORD000702,,,
SHP000703,ORD000703,TRK289865356,ExpressBees,2025-01-10
SHP000704,ORD000704,,,
SHP000705,ORD000705,TRK917730793,FedEx,2025-01-13
SHP000706,ORD000706,TRK213977370,Delhivery,2025-07-24
SHP000707,ORD000707,TRK110274312,BlueDart,2025-10-22
SHP000708,ORD000708,TRK152456148,FedEx,2025-08-09
SHP000709,ORD000709,,,
SHP000710,ORD000710,TRK989584347,Delhivery,2025-02-01
SHP000711,ORD000711,,,
SHP000712,ORD000712,TRK119987325,Delhivery,2025-10-08
SHP000713,ORD000713,TRK377410642,ExpressBees,2025-07-19
SHP000714,ORD000714,TRK623103724,BlueDart,2026-01-06
SHP000715,ORD000715,TRK859018667,BlueDart,2025-08-15
SHP000716,ORD000716,TRK942390708,BlueDart,2025-09-03
SHP000717,ORD000717,,,
SHP000718,ORD000718,,,
SHP000719,ORD000719,,,
SHP000720,ORD000720,,,
SHP000721,ORD000721,TRK175134644,ExpressBees,2025-05-06
SHP000722,ORD000722,TRK947010050,FedEx,2025-09-05
SHP000723,ORD000723,TRK713404455,ExpressBees,2025-09-16
SHP000724,ORD000724,TRK910661573,FedEx,2025-05-20
SHP000725,ORD000725,TRK412884455,FedEx,2025-12-23
SHP000726,ORD000726,,,
SHP000727,ORD000727,TRK147844972,BlueDart,2025-03-08
SHP000728,ORD000728,TRK566232185,ExpressBees,2026-01-03
SHP000729,ORD000729,TRK804008639,FedEx,2025-04-25
SHP000730,ORD000730,,,
SHP000731,ORD000731,TRK452742072,Delhivery,2025-04-11
SHP000732,ORD000732,TRK565267799,BlueDart,2025-10-20
SHP000733,ORD000733,,,
SHP000734,ORD000734,TRK653953019,Delhivery,2025-06-10
SHP000735,ORD000735,TRK464220020,BlueDart,2025-10-28
SHP000736,ORD000736,,,
SHP000737,ORD000737,TRK962753818,BlueDart,2025-07-12
SHP000738,ORD000738,,,
SHP000739,ORD000739,TRK735351768,ExpressBees,2025-01-14
SHP000740,ORD000740,TRK141285685,ExpressBees,2025-01-04
SHP000741,ORD000741,TRK969710574,FedEx,2025-07-22
SHP000742,ORD000742,,,
SHP000743,ORD000743,TRK159135834,Delhivery,2025-08-25
SHP000744,ORD000744,,,
SHP000745,ORD000745,TRK307972856,Delhivery,2026-01-27
SHP000746,ORD000746,TRK576957896,Delhivery,2025-03-23
SHP000747,ORD000747,TRK104438911,BlueDart,2025-06-24
SHP000748,ORD000748,TRK681893455,FedEx,2025-06-19
SHP000749,ORD000749,TRK547708037,Delhivery,2025-01-06
SHP000750,ORD000750,,,
SHP000751,ORD000751,TRK167917093,BlueDart,2025-03-25
SHP000752,ORD000752,TRK424902848,FedEx,2025-11-23
SHP000753,ORD000753,TRK554215310,Delhivery,2025-06-29
SHP000754,ORD000754,TRK320391287,Delhivery,2025-01-09
SHP000755,ORD000755,TRK732509549,FedEx,2025-02-10
SHP000756,ORD000756,TRK188358576,ExpressBees,2025-09-12
SHP000757,ORD000757,TRK158062194,BlueDart,2025-04-21
SHP000758,ORD000758,TRK252180960,FedEx,2025-07-15
SHP000759,ORD000759,,,
SHP000760,ORD000760,,,
SHP000761,ORD000761,,,
SHP000762,ORD000762,TRK948559839,Delhivery,2025-07-21
SHP000763,ORD000763,TRK593798838,FedEx,2025-04-07
SHP000764,ORD000764,TRK780098605,FedEx,2025-05-28
SHP000765,ORD000765,TRK415054375,BlueDart,2025-02-25
SHP000766,ORD000766,,,
SHP000767,ORD000767,TRK286122749,BlueDart,2025-10-06
SHP000768,ORD000768,,,
SHP000769,ORD000769,,,
SHP000770,ORD000770,TRK333253665,Delhivery,2025-10-28
SHP000771,ORD000771,TRK605581695,ExpressBees,2025-02-03
SHP000772,ORD000772,TRK954843752,ExpressBees,2025-11-19
SHP000773,ORD000773,TRK643631765,Delhivery,2025-04-09
SHP000774,ORD000774,,,
SHP000775,ORD000775,TRK308408981,FedEx,2025-10-22
SHP000776,ORD000776,TRK579024467,FedEx,2025-12-28
SHP000777,ORD000777,TRK796701917,BlueDart,2026-02-05
SHP000778,ORD000778,TRK554785626,Delhivery,2025-03-21
SHP000779,ORD000779,TRK248036609,Delhivery,2025-04-25
SHP000780,ORD000780,TRK354479332,BlueDart,2025-04-27
SHP000781,ORD000781,,,
SHP000782,ORD000782,TRK218823280,BlueDart,2025-06-20
SHP000783,ORD000783,TRK877058139,FedEx,2025-02-20
SHP000784,ORD000784,TRK395344444,ExpressBees,2025-02-07
SHP000785,ORD000785,,,
SHP000786,ORD000786,,,
SHP000787,ORD000787,TRK606492037,FedEx,2025-01-18
SHP000788,ORD000788,TRK104432308,Delhivery,2025-10-22
SHP000789,ORD000789,,,
SHP000790,ORD000790,TRK199667199,BlueDart,2025-11-29
SHP000791,ORD000791,,,
SHP000792,ORD000792,TRK256367398,Delhivery,2025-12-14
SHP000793,ORD000793,TRK522808484,Delhivery,2025-01-26
SHP000794,ORD000794,,,
SHP000795,ORD000795,,,
SHP000796,ORD000796,TRK835952717,ExpressBees,2025-01-06
SHP000797,ORD000797,TRK119331294,FedEx,2025-11-26
SHP000798,ORD000798,TRK902714172,FedEx,2026-01-30
SHP000799,ORD000799,TRK497501003,ExpressBees,2025-10-05
SHP000800,ORD000800,TRK536901478,FedEx,2025-10-15
SHP000801,ORD000801,,,
SHP000802,ORD000802,TRK857226227,Delhivery,2025-09-20
SHP000803,ORD000803,TRK853405413,BlueDart,2025-05-13
SHP000804,ORD000804,,,
SHP000805,ORD000805,TRK268469548,BlueDart,2025-01-10
SHP000806,ORD000806,TRK770391987,Delhivery,2025-03-22
SHP000807,ORD000807,TRK238311914,BlueDart,2025-03-03
SHP000808,ORD000808,TRK532659420,Delhivery,2025-02-18
SHP000809,ORD000809,,,
SHP000810,ORD000810,,,
SHP000811,ORD000811,TRK516294142,BlueDart,2025-08-19
SHP000812,ORD000812,,,
SHP000813,ORD000813,,,
SHP000814,ORD000814,TRK731353056,ExpressBees,2025-11-15
SHP000815,ORD000815,TRK274343927,ExpressBees,2025-01-07
SHP000816,ORD000816,TRK351059568,FedEx,2025-05-28
SHP000817,ORD000817,,,
SHP000818,ORD000818,TRK516314747,Delhivery,2025-06-22
SHP000819,ORD000819,TRK243909203,FedEx,2025-08-23
SHP000820,ORD000820,TRK156051189,ExpressBees,2025-06-24
SHP000821,ORD000821,TRK200842248,BlueDart,2026-01-24
SHP000822,ORD000822,TRK349220387,ExpressBees,2025-10-17
SHP000823,ORD000823,TRK410423351,ExpressBees,2025-10-13
SHP000824,ORD000824,TRK251899787,Delhivery,2025-10-09
SHP000825,ORD000825,TRK209228841,BlueDart,2025-08-20
SHP000826,ORD000826,,,
SHP000827,ORD000827,TRK370016953,Delhivery,2025-10-19
SHP000828,ORD000828,TRK868108065,ExpressBees,2025-04-07
SHP000829,ORD000829,TRK647007336,ExpressBees,2025-02-15
SHP000830,ORD000830,TRK979606911,Delhivery,2025-04-01
SHP000831,ORD000831,,,
SHP000832,ORD000832,TRK636123223,FedEx,2026-01-15
SHP000833,ORD000833,TRK569375725,Delhivery,2025-11-03
SHP000834,ORD000834,TRK346103848,Delhivery,2026-01-31
SHP000835,ORD000835,,,
SHP000836,ORD000836,TRK133428893,FedEx,2025-06-11
SHP000837,ORD000837,TRK258089534,BlueDart,2025-03-29
SHP000838,ORD000838,,,
SHP000839,ORD000839,,,
SHP000840,ORD000840,TRK856829995,ExpressBees,2025-04-30
SHP000841,ORD000841,,,
SHP000842,ORD000842,,,
SHP000843,ORD000843,TRK735812138,FedEx,2025-12-12
SHP000844,ORD000844,TRK637433635,Delhivery,2025-04-05
SHP000845,ORD000845,TRK523041122,ExpressBees,2025-01-07
SHP000846,ORD000846,,,
SHP000847,ORD000847,,,
SHP000848,ORD000848,TRK240665260,BlueDart,2025-08-24
SHP000849,ORD000849,TRK639298256,BlueDart,2025-07-11
SHP000850,ORD000850,,,
SHP000851,ORD000851,,,
SHP000852,ORD000852,,,
SHP000853,ORD000853,,,
SHP000854,ORD000854,TRK217650233,ExpressBees,2025-05-12
SHP000855,ORD000855,TRK187041430,FedEx,2025-08-26
SHP000856,ORD000856,TRK691610698,BlueDart,2025-08-27
SHP000857,ORD000857,TRK119149403,BlueDart,2025-01-16
SHP000858,ORD000858,,,
SHP000859,ORD000859,,,
SHP000860,ORD000860,TRK317037860,ExpressBees,2025-03-08
SHP000861,ORD000861,TRK228502496,ExpressBees,2025-01-02
SHP000862,ORD000862,TRK731447199,FedEx,2025-08-17
SHP000863,ORD000863,TRK519430923,FedEx,2025-03-01
SHP000864,ORD000864,TRK838298059,ExpressBees,2025-02-18
SHP000865,ORD000865,TRK659115543,FedEx,2025-06-27
SHP000866,ORD000866,TRK683307748,BlueDart,2025-03-25
SHP000867,ORD000867,TRK454121601,Delhivery,2025-04-27
SHP000868,ORD000868,,,
SHP000869,ORD000869,,,
SHP000870,ORD000870,,,
SHP000871,ORD000871,,,
SHP000872,ORD000872,TRK306258357,BlueDart,2025-04-06
SHP000873,ORD000873,,,
SHP000874,ORD000874,TRK491611685,ExpressBees,2025-08-10
SHP000875,ORD000875,TRK733381100,BlueDart,2025-12-26
SHP000876,ORD000876,TRK174094158,FedEx,2025-03-31
SHP000877,ORD000877,TRK306006578,ExpressBees,2025-02-21
SHP000878,ORD000878,TRK894613134,Delhivery,2025-11-29
SHP000879,ORD000879,TRK474894498,ExpressBees,2025-11-09
SHP000880,ORD000880,,,
SHP000881,ORD000881,,,
SHP000882,ORD000882,TRK641779274,ExpressBees,2025-04-01
SHP000883,ORD000883,TRK300451076,FedEx,2025-02-05
SHP000884,ORD000884,TRK823255154,BlueDart,2025-07-02
SHP000885,ORD000885,TRK559851012,ExpressBees,2025-09-29
SHP000886,ORD000886,TRK368034595,BlueDart,2025-03-06
SHP000887,ORD000887,,,
SHP000888,ORD000888,TRK634584578,BlueDart,2025-10-24
SHP000889,ORD000889,,,
SHP000890,ORD000890,,,
SHP000891,ORD000891,TRK887803482,Delhivery,2025-01-04
SHP000892,ORD000892,TRK402646039,BlueDart,2025-12-21
SHP000893,ORD000893,TRK579554097,BlueDart,2025-07-08
SHP000894,ORD000894,,,
SHP000895,ORD000895,TRK663684504,Delhivery,2025-02-21
SHP000896,ORD000896,,,
SHP000897,ORD000897,TRK661853168,BlueDart,2025-02-26
SHP000898,ORD000898,TRK851736552,BlueDart,2026-02-01
SHP000899,ORD000899,TRK668508487,ExpressBees,2025-03-01
SHP000900,ORD000900,,,
SHP000901,ORD000901,TRK251939623,BlueDart,2025-08-13
SHP000902,ORD000902,TRK418917538,FedEx,2025-04-20
SHP000903,ORD000903,TRK455702806,ExpressBees,2025-10-05
SHP000904,ORD000904,,,
SHP000905,ORD000905,,,
SHP000906,ORD000906,TRK836092871,ExpressBees,2025-10-10
SHP000907,ORD000907,TRK765350615,FedEx,2025-10-12
SHP000908,ORD000908,TRK233751225,FedEx,2025-02-14
SHP000909,ORD000909,TRK752660868,FedEx,2026-01-12
SHP000910,ORD000910,,,
SHP000911,ORD000911,TRK659117318,FedEx,2025-06-11
SHP000912,ORD000912,TRK635113146,BlueDart,2025-10-20
SHP000913,ORD000913,,,
SHP000914,ORD000914,TRK673142769,FedEx,2025-08-27
SHP000915,ORD000915,TRK221126968,BlueDart,2025-12-22
SHP000916,ORD000916,TRK877148921,Delhivery,2025-08-30
SHP000917,ORD000917,TRK332534304,ExpressBees,2025-03-28
SHP000918,ORD000918,TRK329085349,Delhivery,2025-12-28
SHP000919,ORD000919,TRK709952058,BlueDart,2025-12-23
SHP000920,ORD000920,,,
SHP000921,ORD000921,,,
SHP000922,ORD000922,TRK229326550,Delhivery,2025-10-14
SHP000923,ORD000923,TRK946225866,BlueDart,2025-09-23
SHP000924,ORD000924,TRK627828201,FedEx,2025-01-26
SHP000925,ORD000925,TRK259538275,BlueDart,2026-01-01
SHP000926,ORD000926,,,
SHP000927,ORD000927,,,
SHP000928,ORD000928,TRK312265298,BlueDart,2026-02-03
SHP000929,ORD000929,TRK917929420,FedEx,2025-06-25
SHP000930,ORD000930,TRK239722542,Delhivery,2025-05-03
SHP000931,ORD000931,TRK694458996,ExpressBees,2025-09-06
SHP000932,ORD000932,,,
SHP000933,ORD000933,TRK657052612,BlueDart,2026-01-29
SHP000934,ORD000934,TRK269384341,FedEx,2025-12-27
SHP000935,ORD000935,TRK790514328,ExpressBees,2025-11-07
SHP000936,ORD000936,TRK918496535,Delhivery,2025-04-22
SHP000937,ORD000937,,,
SHP000938,ORD000938,TRK341649314,BlueDart,2025-10-11
SHP000939,ORD000939,TRK764402025,ExpressBees,2025-07-13
SHP000940,ORD000940,TRK296590598,Delhivery,2025-11-10
SHP000941,ORD000941,TRK855494617,FedEx,2025-03-22
SHP000942,ORD000942,,,
SHP000943,ORD000943,,,
SHP000944,ORD000944,,,
SHP000945,ORD000945,TRK851131669,Delhivery,2025-03-31
SHP000946,ORD000946,,,
SHP000947,ORD000947,TRK591161242,Delhivery,2025-05-25
SHP000948,ORD000948,TRK443208962,Delhivery,2025-06-21
SHP000949,ORD000949,TRK428767126,BlueDart,2025-06-12
SHP000950,ORD000950,,,
SHP000951,ORD000951,TRK199509370,FedEx,2025-12-05
SHP000952,ORD000952,,,
SHP000953,ORD000953,TRK933779452,ExpressBees,2025-09-24
SHP000954,ORD000954,TRK318431346,Delhivery,2025-03-13
SHP000955,ORD000955,TRK668927572,FedEx,2025-03-31
SHP000956,ORD000956,TRK607099688,Delhivery,2026-01-08
SHP000957,ORD000957,,,
SHP000958,ORD000958,,,
SHP000959,ORD000959,,,
SHP000960,ORD000960,TRK153202818,ExpressBees,2025-01-02
SHP000961,ORD000961,TRK499917583,ExpressBees,2025-01-29
SHP000962,ORD000962,TRK442413184,Delhivery,2025-04-04
SHP000963,ORD000963,TRK406675649,FedEx,2025-10-12
SHP000964,ORD000964,,,
SHP000965,ORD000965,TRK965212428,Delhivery,2025-11-14
SHP000966,ORD000966,TRK402215817,Delhivery,2025-06-03
SHP000967,ORD000967,TRK128865655,BlueDart,2025-10-04
SHP000968,ORD000968,,,
SHP000969,ORD000969,TRK955901825,FedEx,2025-11-20
SHP000970,ORD000970,TRK460199194,FedEx,2025-04-30
SHP000971,ORD000971,,,
SHP000972,ORD000972,TRK840011815,ExpressBees,2025-12-08
SHP000973,ORD000973,TRK419237841,FedEx,2025-03-22
SHP000974,ORD000974,TRK622150629,Delhivery,2025-02-03
SHP000975,ORD000975,TRK446776785,Delhivery,2025-05-12
SHP000976,ORD000976,,,
SHP000977,ORD000977,,,
SHP000978,ORD000978,TRK477833471,FedEx,2025-05-25
SHP000979,ORD000979,,,
SHP000980,ORD000980,TRK306329961,FedEx,2025-05-26
SHP000981,ORD000981,TRK296380957,ExpressBees,2025-12-03
SHP000982,ORD000982,,,
SHP000983,ORD000983,TRK416710551,FedEx,2026-01-13
SHP000984,ORD000984,TRK221102884,FedEx,2025-03-11
SHP000985,ORD000985,TRK316311035,Delhivery,2026-01-22
SHP000986,ORD000986,TRK552062331,Delhivery,2025-09-28
SHP000987,ORD000987,TRK995582982,FedEx,2026-01-19
SHP000988,ORD000988,TRK765268054,BlueDart,2025-02-28
SHP000989,ORD000989,,,
SHP000990,ORD000990,TRK143555170,ExpressBees,2025-08-05
SHP000991,ORD000991,,,
SHP000992,ORD000992,TRK972364389,FedEx,2025-10-26
SHP000993,ORD000993,TRK611973059,FedEx,2025-11-08
SHP000994,ORD000994,TRK136734694,BlueDart,2025-12-31
SHP000995,ORD000995,TRK955285554,Delhivery,2025-04-12
SHP000996,ORD000996,,,
SHP000997,ORD000997,TRK269807621,BlueDart,2025-01-09
SHP000998,ORD000998,TRK878247739,ExpressBees,2025-12-13
SHP000999,ORD000999,TRK788234987,FedEx,2025-03-08
SHP001000,ORD001000,,,
SHP001001,ORD001001,TRK421447684,FedEx,2025-11-19
SHP001002,ORD001002,TRK726925838,Delhivery,2026-01-13
SHP001003,ORD001003,,,
SHP001004,ORD001004,TRK759341026,Delhivery,2025-03-08
SHP001005,ORD001005,,,
SHP001006,ORD001006,TRK225939747,ExpressBees,2025-11-24
